"name_el","OGC_FID","WKT_GEOMETRY","id","name","x","y","cat","url"
"Αγγίδια","1","POINT (25.402157523747821 37.096115272635878)","0","Aggidia","                      624455.650","                     4106166.130","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/Aggidia.htm"
"Άγιος Θαλέλαιος","2","POINT (25.421088953100089 37.097512403517271)","1","Agios Thaleleos","                      626135.800","                     4106346.140","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/ag_thalelaios.htm"
"Αγερσανί","3","POINT (25.39208388795554 37.062160907834077)","2","Agersani","                      623615.580","                     4102385.920","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/agersani.htm"
"Ακαδήμοι","4","POINT (25.485912672831507 37.063185962691378)","3","Akadimi","                      631956.280","                     4102625.940","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/akadhmoi.htm"
"Απείρανθος","5","POINT (25.520485153295457 37.070860224990923)","4","Apeiranthos","                      635016.540","                     4103525.980","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/apeiranthos.htm"
"Απόλλωνας","6","POINT (25.552420039034331 37.180450668703344)","5","Apollonas","                      637656.760","                     4115730.640","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/apolonas.htm"
"Δαμαλάς","7","POINT (25.470164459199928 37.051483693760701)","6","Damalas","                      630576.170","                     4101305.860","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/damalas.htm"
"Δαμαριώνας","8","POINT (25.479634371926643 37.052663977773371)","7","Damarionas","                      631416.240","                     4101449.870","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/damarionas.htm"
"Δανακός","9","POINT (25.525428606205125 37.048081758018355)","8","Danakos","                      635496.580","                     4101005.850","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/danakos.htm"
"Εγγαρές","10","POINT (25.436317713414581 37.117339841310233)","9","Eggares","                      627455.910","                     4108566.260","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/eggares.htm"
"Φιλότι","11","POINT (25.498523959107835 37.052426846035686)","10","Filoti","                      633096.380","                     4101449.870","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/filoti.htm"
"Γαλήνη","12","POINT (25.426199492890298 37.11800281106801)","11","Galini","                      626555.830","                     4108626.260","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/galhnh.htm"
"Γαλανάδο","13","POINT (25.410552229794902 37.07546373347472)","12","Galanado","                      625235.720","                     4103886.000","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/galanado.htm"
"Γλινάδο","14","POINT (25.402497288824748 37.070583523298453)","13","Glinado","                      624527.660","                     4103333.970","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/glinado.htm"
"Καλόξυλος","15","POINT (25.488674967589958 37.066396257002985)","14","Kaloxilos","                      632196.300","                     4102985.950","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/kaloxylos.htm"
"Κεραμί","16","POINT (25.488558732905631 37.060448565579087)","15","Kerami","                      632196.300","                     4102325.920","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/kerami.htm"
"Κεραμοτή","17","POINT (25.515851417600409 37.109318637099129)","16","Keramoti","                      634536.500","                     4107786.210","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/keramoth.htm"
"Κωμιακή","18","POINT (25.528732151265089 37.145388757842369)","17","Komiaki","                      635616.590","                     4111806.430","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/komiaki.htm"
"Κόρωνος","19","POINT (25.536286323991721 37.118033400795085)","18","Koronos","                      636336.650","                     4108782.270","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/koronos.htm"
"Κουρουνοχώρι","20","POINT (25.443978819725356 37.09399082373087)","19","Kourounohori","                      628175.970","                     4105986.120","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/korounoxori.htm"
"Κυνίδαρος","21","POINT (25.480576211415965 37.10111111542448)","20","Kinidaros","                      631416.240","                     4106826.160","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/kynidaros.htm"
"Μέλανες","22","POINT (25.437147016246076 37.089747089219166)","21","Melanes","                      627575.920","                     4105506.090","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/melanes.htm"
"Μέση","23","POINT (25.553103069807637 37.147776032320898)","22","Mesi","                      637776.770","                     4112106.450","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/mesi.htm"
"Μονή","24","POINT (25.497744532346889 37.081425532486968)","23","Moni","                      632976.370","                     4104666.050","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/moni.htm"
"Μονοίτσια","25","POINT (25.482644359431482 37.068635208548201)","24","Monoitsia","                      631656.260","                     4103225.970","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/monoitsia.htm"
"Μύλοι","26","POINT (25.443876217674941 37.088583634169318)","25","Miloi","                      628175.970","                     4105386.080","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/myloi.htm"
"Ποταμιά","27","POINT (25.442926205197708 37.0669616636496)","26","Potamia","                      628127.960","                     4102985.950","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/potamia.htm"
"Σαγκρί","28","POINT (25.434859658894556 37.040017500639905)","27","Sagkri","                      627455.910","                     4099985.790","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/sagkri.htm"
"Σκαδό","29","POINT (25.537805166097026 37.126342460028717)","28","Skado","                      636456.660","                     4109706.320","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/skado.htm"
"Τραγαία Χαλκί","30","POINT (25.482539109080605 37.063228179285232)","29","Tragaia-Xalki","                      631656.260","                     4102625.940","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/tragaia.htm"
"Τσικαλαριό","31","POINT (25.471764371702335 37.064443987652702)","30","Tsikalario","                      630696.180","                     4102745.940","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/tsikalario_xeimaros.htm"
"Βουρβουριά","32","POINT (25.478385818906279 37.057871579008804)","31","Vourvouria","                      631296.230","                     4102025.900","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/vourvouria.htm"
"Βίβλος-Τρίποδες","33","POINT (25.406078611866267 37.059832489339399)","32","Vivlos-Tripodes","                      624863.690","                     4102145.910","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/vivlos.htm"
"Χείμαρος","34","POINT (25.471712137936205 37.061740503532768)","33","Xeimaros","                      630696.180","                     4102445.930","1","http://www.naxos.gov.gr/zoomify_naxos/xoria/pages/tsikalario_xeimaros.htm"
"Άγιος Γεώργιος","35","POINT (25.374502204520034 37.09762887136656)","34","Agios Georgios","                      621995.450","                     4106298.130","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/agios_georgios.htm"
"Άγιος Προκόπιος","36","POINT (25.347099431805024 37.07533615457065)","35","Agios Prokopios","                      619595.250","                     4103790.000","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/agios_prokopios.htm"
"Αγία Άννα","37","POINT (25.35533882896268 37.06799490555219)","36","Agia Anna","                      620339.310","                     4102985.950","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/agia_anna.htm"
"Πλάκα","38","POINT (25.365604033639734 37.053274417540038)","37","Plaka","                      621275.390","                     4101365.870","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/plaka.htm"
"Ορκός","39","POINT (25.376080473953888 37.035521745921614)","38","Orkos","                      622235.470","                     4099409.760","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/orkos.htm"
"Μικρή Βίγλα","40","POINT (25.370823910402471 37.028335281300421)","39","Mikri Vigla","                      621779.430","                     4098605.720","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/mikrh_vigla.htm"
"Καστράκι","41","POINT (25.382020869438225 37.005922506237638)","40","Kastraki","                      622811.520","                     4096133.590","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/kastraki.htm"
"Αλυκό","42","POINT (25.390133371661353 36.97737909648265)","41","Aliko","                      623579.580","                     4092977.420","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/aliko.htm"
"Πυργάκι","43","POINT (25.401934131091643 36.973887050855417)","42","Pirgaki","                      624635.670","                     4092605.400","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/pyrgaki.htm"
"Αγιασός","44","POINT (25.423329504365054 36.964437979595594)","43","Agiasos","                      626555.830","                     4091585.340","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/agiasos.htm"
"Καλαντός","45","POINT (25.471285670286939 36.934647648801104)","44","Kalantos","                      630876.190","                     4088345.170","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/kalantos.htm"
"Πάνορμος","46","POINT (25.53710089047031 36.957611096586952)","45","Panormos","                      636696.680","                     4090985.310","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/panormos.htm"
"Ψιλή Άμμος","47","POINT (25.57061987446583 37.014501140332051)","46","Psili Ammos","                      639576.930","                     4097345.650","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/psili_ammos.htm"
"Μουτσούνα","48","POINT (25.58771250871369 37.077442742176324)","47","Moutsouna","                      640981.040","                     4104354.030","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/moytsoyna.htm"
"Λιώνας","49","POINT (25.587370022311006 37.138668743507182)","48","Lionas","                      640837.030","                     4111146.390","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/lionas.htm"
"Απόλλωνας","50","POINT (25.55322986942074 37.18038597451968)","49","Apollonas","                      637728.770","                     4115724.640","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/apollonas.htm"
"Αμπράμ","51","POINT (25.478631072530565 37.173974512219523)","50","Abram","                      631117.410","                     4114907.400","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/abraam.htm"
"Αμίτης","52","POINT (25.434250136472347 37.136618538295501)","51","Amitis","                      627239.890","                     4110702.370","2","http://www.naxos.gov.gr/zoomify_naxos/paralies/pages/ammitis.htm"
"Πορτάρα","53","POINT (25.371626943789135 37.110426036594262)","52","Portara","                      621719.420","                     4107714.210","3","http://www.naxos.gov.gr/zoomify_naxos/istoria/pages/portara.htm"
"Ναός Δήμητρας","54","POINT (25.430609546374082 37.029252016094716)","53","Naos Dimitras","                      627095.880","                     4098785.730","3","http://www.naxos.gov.gr/zoomify_naxos/istoria/pages/naosdhmhtras.htm"
"Ύρια","55","POINT (25.379672996414911 37.077449518299531)","54","Yria","                      622487.490","                     4104066.010","3","http://www.naxos.gov.gr/zoomify_naxos/istoria/pages/yria.htm"
"Κούρος Μελανών","56","POINT (25.451612952295338 37.083621633868447)","55","Kouros Melanon","                      628872.030","                     4104846.050","3","http://www.naxos.gov.gr/zoomify_naxos/istoria/pages/koyrosmelanon.htm"
"Κόρη Μελάνων Ποταμιάς","57","POINT (25.453855946137022 37.080890025490284)","56","Kori Melanon","                      629076.040","                     4104546.040","3","http://www.naxos.gov.gr/zoomify_naxos/istoria/pages/korh.htm"
"Κούρος Απόλωνα","58","POINT (25.548333562211077 37.178935757475188)","57","Kouros Apollona","                      637296.730","                     4115556.630","3","http://www.naxos.gov.gr/zoomify_naxos/istoria/pages/koyrosapolona.htm"
"Πύργος Χειμάρου","59","POINT (25.52060515388947 36.995682457503968)","58","Pyrgos Ximarou","                      635160.550","                     4095185.540","3","http://www.naxos.gov.gr/zoomify_naxos/istoria/pages/pyrgos.htm"
"Άγιος Γεώργιος Λαθρίνου","60","POINT (25.439691993897206 37.024382724490067)","59","Agios Georgios Lathrinos","                      627911.940","                     4098257.700","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/agios_georgios_lathrinos."
"Άγιος Ιωάννης Θεολόγος","61","POINT (25.443695373254364 37.02206257350926)","60","Agios Ioannis Theologos","                      628271.970","                     4098005.690","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/ioannhs_adysarou.htm"
"Αγιος Στέφανος Μαραθός","62","POINT (25.444381485760694 36.998440988066662)","61","Ag Stefanos Marathos","                      628372.780","                     4095385.950","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/stefanos_marathos.htm"
"Παναγιά Καλορίτσα","63","POINT (25.455039820603208 37.036851235919386)","62","Panagia Kaloritsa","                      629256.060","                     4099661.780","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/kaloritsa.htm"
"Παναγιά Αρχατού","64","POINT (25.442751009127509 36.979239111588114)","63","Panagia Archatou","                      628259.970","                     4093253.430","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panagia_arxatoy.htm"
"Άγιος Θωμάς","65","POINT (25.436998490297821 37.024631701607909)","64","Agios Thomas","                      627671.920","                     4098281.700","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/thomas.htm"
"Άγιος Επιφάνειος","66","POINT (25.423689526005074 37.01992453340182)","65","Agios Epifanios","                      626495.830","                     4097741.670","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/epifaneios.htm"
"Μεταμόρφωση","67","POINT (25.435201789544543 37.029521043700072)","66","Metamorfosi","                      627503.910","                     4098821.730","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/metamorfosh.htm"
"Παναγιά της Σπηλιάς","68","POINT (25.457792429949148 37.027677180672491)","67","Panagia Sphlias","                      629516.480","                     4098647.720","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panagia_sphlias.htm"
"Άγιος Ιωάννης Ροαλίδια","69","POINT (25.449081277319564 37.029330707011589)","68","Ag Ioannhs Roalidia","                      628738.810","                     4098819.330","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/ioannhs_roalidia.htm"
"Άγιος Ιωάννης Αρχατού","70","POINT (25.4449922648617 36.982251423533604)","69","Ag Ioannhs Arhato","                      628454.390","                     4093590.650","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/ioannhs_arxatos.htm"
"Παναγιά Αρκουλού","71","POINT (25.446970003742017 37.035381488274133)","70","Panagia Arkoulou","                      628540.800","                     4099487.770","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panagia_arkoulou.htm"
"Ζωοδόχος Πηγή Μουτσούνα","72","POINT (25.554285188960051 37.089297112432874)","71","Zoodohos Phgh Moutsouna","                      637987.990","                     4105620.100","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/zoodoxos_phgh_apeiranthos"
"Άγιοι Απόστολοι Μετόχι","73","POINT (25.487208069241255 37.060400612009886)","72","Ag Apostoloi Metohi","                      632076.290","                     4102318.720","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/apostoloi_metohi.htm"
"Παναγιά Μοναστηριώτισσα Εγγαρών","74","POINT (25.446858071982895 37.115448456707647)","73","Panagia Monasthriotisa Eggares","                      628395.590","                     4108370.640","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panagia_monasthriotisa.ht"
"Ταξιάρχης Μονοίτσια","75","POINT (25.479564904172722 37.068543871880792)","74","Taxiarhis Monitsia","                      631382.640","                     4103211.570","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/taxiarxhs_monitsia.htm"
"Άγιος Ισίδωρος Μονοίτσια","76","POINT (25.482316082254066 37.074653356028122)","75","Ag Isidoros Monitsia","                      631616.660","                     4103893.200","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/isidoros_monitsia.htm"
"Άγιος Παντελεήμονας Απειράνθου","77","POINT (25.541992912152455 37.069046557511747)","76","Ag Panteleimonas Apeiranthos","                      636931.900","                     4103355.570","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/pantelaihmonas_apeirantho"
"Άγιος Ιωάννης Απειράνθου","78","POINT (25.531027088270811 37.056717047580406)","77","Ag Ioannis Apeiranthos","                      635979.020","                     4101971.900","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/ioannhs_theologos_grammat"
"Άγιος Γεώργιος Διασορίτης","79","POINT (25.480501848926259 37.066055101008892)","78","Ag Georgios Diasoritis","                      631470.240","                     4102936.750","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/agios_georgios_diasoriths"
"Παναγιά Γιαλούς","80","POINT (25.441628152433815 36.953302917947227)","79","Panagia Gialous","                      628203.570","                     4090374.480","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panagia_ths_gialous.htm"
"Άγιος Σώζος Γιαλούς","81","POINT (25.44895389142923 36.955095888223902)","80","Agios Sozos Gialous","                      628852.820","                     4090583.290","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/sozos_agiasoos.htm"
"Άγιος Ευστάθιος Φιλοτίου ","82","POINT (25.482492412153601 37.019885942155454)","81","Ag Efstathios Filoti","                      631727.070","                     4097817.280","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/eystathios_mikraria_filot"
"Άγιοι Ανάργυροι Ποταμιά","83","POINT (25.438740261411208 37.076174376253014)","82","Ag Anargiroi Potamia","                      627740.330","                     4104002.410","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/anargyroi_potamia.htm"
"Παναγιά Χώρας","84","POINT (25.375539280397927 37.1064434256377)","83","Panagia Xora","                      622073.450","                     4107277.390","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panagia_xora.htm"
"Άγιος Παχόμιος Απειράνθου","85","POINT (25.523060784848649 37.064650917260231)","84","Ag Pahomios Apiranthos","                      635256.560","                     4102840.750","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/paxomios_apeiranthos.htm"
"Άγιος Ερμόλαγος Απειράνθου ","86","POINT (25.52346104401747 37.06441863856459)","85","Ag Ermylagos Apiranthos","                      635292.560","                     4102815.550","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/ermylagos_apeiranthos.htm"
"Άγιος Ιωάννης Φλεριό","87","POINT (25.450155641625869 37.087922933346107)","86","Ag Ioannis Flerio","                      628735.210","                     4105321.280","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/flerios_ioannhs.htm"
"Παναγιά Αβδελιώτισσα Λιώνα","88","POINT (25.577388717484375 37.137525735965696)","87","Panagia Avdeliotisa Lionas","                      639952.560","                     4111004.790","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/abdeliotisa_lionas.htm"
"Προφήτης Ηλίας Χώρας","89","POINT (25.375625771102818 37.105998867044534)","88","Profitis Hlias Hora","                      622081.850","                     4107228.180","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/hlias_xora.htm"
"Άγιος Γεώργιος","90","POINT (25.375595819897686 37.10807610848218)","89","Ag Georgios Hora","                      622075.850","                     4107458.600","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/agios_georgios_xora.htm"
"Άγιος Γεώργιος","91","POINT (25.450747268629772 37.112577830751725)","90","Ag Georgios Eggares","                      628746.010","                     4108057.430","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/agios_georgios_egkares.ht"
"Αγία Ειρήνη Γαλανάδου","92","POINT (25.41515228236446 37.070195240061842)","91","Ag Eirini Galanado","                      625653.350","                     4103307.570","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/eirhnh_galanado.htm"
"Αγία Αναστασία Φιλοτίου","93","POINT (25.482857188808982 37.028242773185958)","92","Ag Anastasia Filoti","                      631745.070","                     4098744.930","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/anastasia_filoti.htm"
"Άγιος Νικήτας","94","POINT (25.449963979019781 37.039563449371244)","93","Ag Nikhtas Mpaouzi","                      628800.020","                     4099955.790","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/nikhtas.htm"
"Παναγιά Θεοσκέπαστη Κάστρου","95","POINT (25.450709085347881 37.011343998763145)","94","Theoskepasth Kastro","                      628914.030","                     4096826.020","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/theoskepasth_kastro.htm"
"Αγία Παρασκευή Τσικαλαριού","96","POINT (25.476473855317114 37.063682403788896)","95","Ag Paraskevi Tsikalario","                      631116.210","                     4102667.940","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/paraskeyh.htm"
"Άγιος Ιωάννης Θεολόγος Καλοξύλου","97","POINT (25.499063024467063 37.065421754538789)","96","Ioannis Theologos Kaloxylos","                      633121.580","                     4102892.350","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/ioannhs_kaloxylos.htm"
"Μονή Φωτοδότη","98","POINT (25.521526952447285 37.05070619517339)","97","Monh Fotodoth","                      635144.950","                     4101291.460","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/fotodoths.htm"
"Ταξιάρχης - Άγιο Πνεύμα Εγγαρών","99","POINT (25.440854847467236 37.120832646743651)","98","Taxiarhis Ag Pnevma Eggares","                      627853.140","                     4108959.880","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/taxiarxhs_egkares_agio_pn"
"Γέννηση Εγγαρών","100","POINT (25.446050342300602 37.118432922790944)","99","Gennisi Eggares","                      628318.780","                     4108700.660","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/gennhsh_egkares.htm"
"Αγία Μαρίνα ","101","POINT (25.432670389496533 37.020454690597504)","100","Ag Marina Lathrinos","                      627293.890","                     4097812.480","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/marina_lathrinos.htm"
"Άγιος Παντελεήμονας Τσικαλαριού","102","POINT (25.462502982677254 37.067165429091986)","101","Ag Panteleimonas Tsikalario","                      629868.110","                     4103035.160","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/panteleimonas_tsikalario."
"Άγιος Ανδρέας Ποταμιάς","103","POINT (25.457175836953539 37.067414874549655)","102","Ag Andreas Potamia","                      629394.070","                     4103055.560","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/agios_andreas_potamia.htm"
"Άγιος Νικόλαος Ποταμιάς","104","POINT (25.481680048467595 37.068333591507944)","103","Ag Nikolaos Raxh","                      631571.050","                     4103191.170","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/nikolaos_raxh.htm"
"Άγιος Ιωάννης - Γεώργιος Σίφωνες","105","POINT (25.512946333387877 37.092957808049285)","104","Ag Ioannis Georgios Sifones","                      634307.280","                     4105966.920","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/sifones_ioannhs_georgios."
"Παναγιά Αταλιώτισσα","106","POINT (25.428163536605418 37.122608738427793)","105","Panagia Ataliotisa Galini","                      626722.640","                     4109139.890","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/ataliotisa_galhnh.htm"
"Άγιος Θαλέλαιος","107","POINT (25.42040227879431 37.100516801969469)","106","Ag Thaleleos","                      626069.790","                     4106678.550","4","http://www.naxos.gov.gr/zoomify_naxos/byzantioum/pages/thalelaios.htm"
